0.85264, 0.060221
1.0524, 0.067087
1.2845, 0.074280
1.4963, 0.085679
1.3375, 0.079921
1.7548, 0.099228
1.5492, 0.092386
1.9198, 0.11478
1.8139, 0.10734
2.1316, 0.13220
2.0257, 0.12345
2.3434, 0.15194
2.2375, 0.14219
2.5520, 0.17514
2.4601, 0.16417
2.7762, 0.20517
2.7987, 0.19036
2.9756, 0.23604
2.7561, 0.21874
3.1873, 0.26897
3.2229, 0.25408
3.3991, 0.30598
3.1239, 0.28465
3.6007, 0.35577
3.5043, 0.33425
3.8857, 0.41031
3.6601, 0.38292
4.0640, 0.46509
3.9709, 0.43565
4.2905, 0.53202
4.3877, 0.49635
4.4704, 0.60069
4.6697, 0.67962
4.8815, 0.76801
5.0831, 0.86330
5.3493, 0.97212
5.5331, 1.0924
5.7285, 1.2306
5.9328, 1.3794
6.1684, 1.5379
6.4199, 1.7176
6.5409, 1.9139
6.7375, 2.1250
7.0287, 2.3708
7.2216, 2.6283
7.4334, 2.9101
7.6300, 3.2182
7.8266, 3.5516
8.1273, 3.9353
8.3014, 4.3446
8.4806, 4.7669
8.6964, 5.2080
9.0065, 5.6979
9.1973, 6.2405
9.2788, 6.7949
9.5964, 7.4015
9.7552, 8.0584
9.9911, 8.7340
10.289, 9.4798
10.453, 10.276
10.571, 11.030
10.924, 11.981
11.058, 12.978
11.358, 13.947
11.502, 14.981
11.608, 15.959
11.820, 17.026
12.166, 18.330
12.406, 19.857
12.561, 21.405
12.773, 22.861
12.879, 24.383
13.408, 26.831
13.813, 30.240
14.229, 33.723
14.573, 37.555
15.081, 41.873
15.519, 46.301
15.828, 51.083
16.373, 56.433
16.821, 61.779
17.196, 67.197
17.538, 72.770
18.120, 78.872
18.491, 84.944
19.002, 91.042
19.232, 97.468
19.809, 104.47
20.397, 112.47
21.092, 121.51
21.696, 131.77
22.351, 141.33
23.272, 150.77
24.102, 162.01
25.210, 172.69
26.807, 182.11
29.185, 185.99
31.514, 178.88
32.870, 168.98
34.625, 158.85
36.157, 147.44
37.338, 137.84
38.397, 129.47
39.456, 121.23
40.106, 113.25
41.185, 105.65
42.244, 98.192
43.313, 91.347
44.185, 85.541
45.032, 80.430
45.879, 75.516
46.726, 70.936
47.560, 66.452
48.607, 61.957
49.479, 57.908
50.313, 54.248
51.360, 50.578
52.232, 47.319
53.066, 44.404
54.103, 41.368
55.162, 38.387
56.221, 35.648
57.279, 33.137
58.338, 30.832
59.397, 28.677
60.562, 26.835
61.893, 24.949
62.962, 23.241
64.021, 21.768
65.080, 20.405
66.138, 19.128
67.197, 17.956
68.256, 16.886
69.315, 15.880
70.480, 14.877
71.644, 13.917
72.713, 13.075
74.063, 12.243
75.350, 11.419
76.621, 10.698
77.891, 10.042
79.162, 9.4330
80.433, 8.8738
81.720, 8.3371
83.186, 7.8087
84.668, 7.3005
86.150, 6.8410
87.633, 6.4263
89.115, 6.0368
90.626, 5.6749
92.292, 5.3209
93.986, 4.9849
95.680, 4.6778
97.411, 4.3904
99.280, 4.1171
101.19, 3.8603
103.09, 3.6247
105.04, 3.4055
107.12, 3.1996
109.23, 3.0028
111.40, 2.8243
113.48, 2.6909
115.25, 2.5741
116.99, 2.4659
118.73, 2.3679
120.49, 2.2586
122.25, 2.1547
124.43, 2.0712
126.20, 1.9898
128.29, 1.9147
130.62, 1.8299
132.95, 1.7515
135.28, 1.6788
137.61, 1.6116
139.94, 1.5504
142.27, 1.4958
144.60, 1.4454
146.93, 1.3989
149.26, 1.3565
151.59, 1.3170
153.92, 1.2814
156.25, 1.2487
158.57, 1.2185
160.90, 1.1912
163.23, 1.1660
165.56, 1.1432
167.89, 1.1220
170.22, 1.1027
172.55, 1.0860
174.88, 1.0709
177.21, 1.0572
179.54, 1.0441
181.87, 1.0335
184.20, 1.0245
186.53, 1.0164
188.86, 1.0087
191.19, 1.0034
193.52, 0.99840
195.85, 0.99551
198.18, 0.99236
199.66, 0.99236
